Tlin11583-RA	f47b2e8d038368e3bf39ba79d1364618	90	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	62	84	-	T	19-02-2024	-	-
Tlin09409-RA	b60abaabc25632c928bdd6378ebb7772	191	PANTHER	PTHR21163	UNCHARACTERIZED	104	189	1.7E-15	T	19-02-2024	IPR010629	Insect allergen-related	-
Tlin09409-RA	b60abaabc25632c928bdd6378ebb7772	191	Pfam	PF06757	Insect allergen related repeat, nitrile-specifier detoxification	83	177	1.1E-5	T	19-02-2024	IPR010629	Insect allergen-related	-
Tlin09409-RA	b60abaabc25632c928bdd6378ebb7772	191	Pfam	PF06757	Insect allergen related repeat, nitrile-specifier detoxification	36	76	1.3E-5	T	19-02-2024	IPR010629	Insect allergen-related	-
Tlin07143-RA	e9898f09032272e185932902e35b567a	551	SUPERFAMILY	SSF53067	Actin-like ATPase domain	33	161	8.74E-26	T	19-02-2024	IPR043129	ATPase, nucleotide binding domain	-
Tlin07143-RA	e9898f09032272e185932902e35b567a	551	SUPERFAMILY	SSF53067	Actin-like ATPase domain	175	414	3.28E-58	T	19-02-2024	IPR043129	ATPase, nucleotide binding domain	-
Tlin07143-RA	e9898f09032272e185932902e35b567a	551	Gene3D	G3DSA:3.30.420.40	-	154	381	7.5E-95	T	19-02-2024	-	-
Tlin07143-RA	e9898f09032272e185932902e35b567a	551	Gene3D	G3DSA:2.30.36.70	Actin; Chain A, domain 2	62	92	7.5E-95	T	19-02-2024	-	-
Tlin07143-RA	e9898f09032272e185932902e35b567a	551	Gene3D	G3DSA:3.90.640.10	Actin; Chain A, domain 4	212	313	7.5E-95	T	19-02-2024	-	-
Tlin07143-RA	e9898f09032272e185932902e35b567a	551	Gene3D	G3DSA:3.30.420.40	-	36	409	7.5E-95	T	19-02-2024	-	-
Tlin07143-RA	e9898f09032272e185932902e35b567a	551	PANTHER	PTHR11937	ACTIN	35	407	1.0E-58	T	19-02-2024	IPR004000	Actin family	-
Tlin07143-RA	e9898f09032272e185932902e35b567a	551	Pfam	PF00022	Actin	33	414	1.1E-73	T	19-02-2024	IPR004000	Actin family	-
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	Pfam	PF00390	Malic enzyme, N-terminal domain	124	305	2.9E-78	T	19-02-2024	IPR012301	Malic enzyme, N-terminal domain	GO:0004471
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	PANTHER	PTHR23406	MALIC ENZYME-RELATED	55	594	4.7E-242	T	19-02-2024	-	-
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	Gene3D	G3DSA:3.40.50.10380	-	59	312	1.6E-120	T	19-02-2024	IPR037062	Malic enzyme, N-terminal domain superfamily	GO:0004471
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	Pfam	PF03949	Malic enzyme, NAD binding domain	315	568	4.4E-93	T	19-02-2024	IPR012302	Malic enzyme, NAD-binding	GO:0051287
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	CDD	cd05312	NAD_bind_1_malic_enz	315	592	2.2487E-143	T	19-02-2024	-	-
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	Gene3D	G3DSA:3.40.50.720	-	313	615	6.8E-117	T	19-02-2024	-	-
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	SUPERFAMILY	SSF53223	Aminoacid dehydrogenase-like, N-terminal domain	39	314	3.38E-107	T	19-02-2024	IPR046346	Aminoacid dehydrogenase-like, N-terminal domain superfamily	-
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	ProSitePatterns	PS00331	Malic enzymes signature.	311	327	-	T	19-02-2024	IPR015884	Malic enzyme, conserved site	GO:0004471
Tlin01156-RA	448bbe82e6e9f2f975191b42b8e34861	623	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	315	609	4.84E-93	T	19-02-2024	IPR036291	NAD(P)-binding domain superfamily	-
Tlin02595-RA	d07ce1c13eb59e618c1857120e3d864a	304	ProSitePatterns	PS00383	Tyrosine specific protein phosphatases active site.	167	177	-	T	19-02-2024	IPR016130	Protein-tyrosine phosphatase, active site	GO:0016311|GO:0016791
Tlin02595-RA	d07ce1c13eb59e618c1857120e3d864a	304	Pfam	PF00782	Dual specificity phosphatase, catalytic domain	90	221	1.1E-40	T	19-02-2024	IPR000340	Dual specificity phosphatase, catalytic domain	GO:0008138|GO:0016311
Tlin02595-RA	d07ce1c13eb59e618c1857120e3d864a	304	Gene3D	G3DSA:3.90.190.10	Protein tyrosine phosphatase superfamily	63	229	3.8E-53	T	19-02-2024	IPR029021	Protein-tyrosine phosphatase-like	-
Tlin02595-RA	d07ce1c13eb59e618c1857120e3d864a	304	PANTHER	PTHR10159	DUAL SPECIFICITY PROTEIN PHOSPHATASE	30	272	3.2E-64	T	19-02-2024	-	-
Tlin02595-RA	d07ce1c13eb59e618c1857120e3d864a	304	SUPERFAMILY	SSF52799	(Phosphotyrosine protein) phosphatases II	77	227	1.5E-44	T	19-02-2024	IPR029021	Protein-tyrosine phosphatase-like	-
Tlin11960-RA	8d6b966fe4816297fd10a6cb8124b1c6	418	PANTHER	PTHR46114	APPLE DOMAIN-CONTAINING PROTEIN	137	417	6.9E-107	T	19-02-2024	-	-
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	PANTHER	PTHR10682	POLY A  POLYMERASE	223	389	4.2E-101	T	19-02-2024	-	-
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	SUPERFAMILY	SSF55003	PAP/Archaeal CCA-adding enzyme, C-terminal domain	222	336	1.08E-30	T	19-02-2024	IPR011068	Nucleotidyltransferase, class I-like, C-terminal	GO:0003723|GO:0016779|GO:0031123
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	Gene3D	G3DSA:3.30.70.590	Poly(A) polymerase predicted RNA binding domain	219	327	1.2E-31	T	19-02-2024	-	-
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	Pfam	PF04928	Poly(A) polymerase central domain	24	222	1.7E-31	T	19-02-2024	IPR007012	Poly(A) polymerase, central domain	GO:0043631|GO:1990817
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	Pfam	PF01909	Nucleotidyltransferase domain	94	175	7.9E-11	T	19-02-2024	IPR002934	Polymerase, nucleotidyl transferase domain	GO:0016779
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	CDD	cd05402	NT_PAP_TUTase	63	217	1.5885E-25	T	19-02-2024	-	-
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	SUPERFAMILY	SSF81301	Nucleotidyltransferase	24	216	5.61E-49	T	19-02-2024	IPR043519	Nucleotidyltransferase superfamily	-
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	Pfam	PF04926	Poly(A) polymerase predicted RNA binding domain	222	265	2.6E-10	T	19-02-2024	IPR007010	Poly(A) polymerase, RNA-binding domain	GO:0003723|GO:0043631
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	Pfam	PF04926	Poly(A) polymerase predicted RNA binding domain	268	345	6.3E-8	T	19-02-2024	IPR007010	Poly(A) polymerase, RNA-binding domain	GO:0003723|GO:0043631
Tlin04998-RA	fb570b7af7e86d68cab76e787ed05457	464	Gene3D	G3DSA:3.30.460.10	Beta Polymerase, domain 2	56	211	2.5E-65	T	19-02-2024	IPR043519	Nucleotidyltransferase superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Pfam	PF01395	PBP/GOBP family	434	537	6.7E-13	T	19-02-2024	IPR006170	Pheromone/general odorant binding protein	GO:0005549
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	573	1321	2.04E-260	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.20.80.10	-	1828	1944	1.9E-31	T	19-02-2024	IPR014352	FERM/acyl-CoA-binding protein superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:3.30.50.10	-	15	118	1.7E-32	T	19-02-2024	IPR013088	Zinc finger, NHR/GATA-type	GO:0006355|GO:0008270
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:3.10.20.90	-	1732	1827	1.9E-23	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.20.5.4820	-	1203	1317	3.6E-25	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Pfam	PF00104	Ligand-binding domain of nuclear hormone receptor	260	403	9.9E-18	T	19-02-2024	IPR000536	Nuclear hormone receptor, ligand-binding domain	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	ProSitePatterns	PS00031	Nuclear hormones receptors DNA-binding region signature.	25	51	-	T	19-02-2024	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700|GO:0006355|GO:0008270|GO:0043565
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:3.40.850.10	Kinesin motor domain	599	1202	2.6E-227	T	19-02-2024	IPR036961	Kinesin motor domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	CDD	cd07164	NR_DBD_PNR_like_1	25	102	2.27511E-57	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.10.565.10	Retinoid X Receptor	257	425	1.0E-43	T	19-02-2024	IPR035500	Nuclear hormone receptor-like domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.10.10.820	-	784	840	2.6E-227	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:2.30.30.40	SH3 Domains	2042	2118	6.0E-20	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	CDD	cd01381	MYSc_Myo7	613	1259	0.0	T	19-02-2024	IPR036106	Class VII myosin, motor domain	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:2.30.29.30	-	1945	2041	7.1E-28	T	19-02-2024	IPR011993	PH-like domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Pfam	PF07653	Variant SH3 domain	2043	2100	2.5E-5	T	19-02-2024	IPR001452	SH3 domain	GO:0005515
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Pfam	PF00063	Myosin head (motor domain)	601	1259	3.9E-238	T	19-02-2024	IPR001609	Myosin head, motor domain	GO:0003774|GO:0005524|GO:0016459
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Pfam	PF00105	Zinc finger, C4 type (two domains)	24	92	2.9E-28	T	19-02-2024	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700|GO:0006355|GO:0008270|GO:0043565
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF48508	Nuclear receptor ligand-binding domain	260	421	3.54E-35	T	19-02-2024	IPR035500	Nuclear hormone receptor-like domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	CDD	cd17092	FERM1_F1_Myosin-VII	1733	1831	6.71234E-43	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.20.58.530	-	974	1159	2.6E-227	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Pfam	PF00373	FERM central domain	2451	2556	5.6E-11	T	19-02-2024	IPR019748	FERM central domain	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.10.238.20	Pheromone/general odorant binding protein domain	431	543	2.4E-19	T	19-02-2024	IPR036728	Pheromone/general odorant binding protein superfamily	GO:0005549
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:3.10.20.90	-	2336	2434	1.2E-33	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.25.40.530	MyTH4 domain	1472	1730	5.5E-72	T	19-02-2024	IPR038185	MyTH4 domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF50729	PH domain-like	2552	2641	6.3E-21	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.25.40.530	MyTH4 domain	2166	2335	3.8E-35	T	19-02-2024	IPR038185	MyTH4 domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF47031	Second domain of FERM	1823	1918	8.77E-11	T	19-02-2024	IPR035963	FERM superfamily, second domain	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF47031	Second domain of FERM	2431	2551	2.49E-16	T	19-02-2024	IPR035963	FERM superfamily, second domain	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	CDD	cd17093	FERM2_F1_Myosin-VII	2337	2435	3.89588E-43	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.20.120.720	Myosin VI head, motor domain, U50 subdomain	841	951	2.6E-227	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF54236	Ubiquitin-like	2330	2439	1.01E-12	T	19-02-2024	IPR029071	Ubiquitin-like domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	CDD	cd14473	FERM_B-lobe	2450	2548	8.79284E-15	T	19-02-2024	IPR019748	FERM central domain	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	PANTHER	PTHR22692	MYOSIN VII, XV	553	2645	0.0	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Pfam	PF00784	MyTH4 domain	1631	1726	1.5E-24	T	19-02-2024	IPR000857	MyTH4 domain	GO:0005856
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Pfam	PF00784	MyTH4 domain	2235	2330	4.9E-20	T	19-02-2024	IPR000857	MyTH4 domain	GO:0005856
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF54236	Ubiquitin-like	1727	1831	9.13E-12	T	19-02-2024	IPR029071	Ubiquitin-like domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF50044	SH3-domain	2042	2107	1.65E-5	T	19-02-2024	IPR036028	SH3-like domain superfamily	GO:0005515
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	CDD	cd13199	FERM_C2_MyoVII	2552	2646	6.35918E-55	T	19-02-2024	IPR041794	Myosin VII, FERM domain C-lobe, repeat 2	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:2.30.29.30	-	2552	2647	1.5E-23	T	19-02-2024	IPR011993	PH-like domain superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)	21	106	1.63E-28	T	19-02-2024	-	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	Gene3D	G3DSA:1.20.80.10	-	2444	2551	4.7E-12	T	19-02-2024	IPR014352	FERM/acyl-CoA-binding protein superfamily	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	CDD	cd14473	FERM_B-lobe	1839	1936	5.16105E-6	T	19-02-2024	IPR019748	FERM central domain	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	CDD	cd13198	FERM_C1_MyoVII	1944	2040	2.89574E-37	T	19-02-2024	IPR041793	Myosin VII, FERM domain C-lobe, repeat 1	-
Tlin07770-RA	290950ecdc388e425173c2534362c296	2657	SUPERFAMILY	SSF47565	Insect pheromone/odorant-binding proteins	433	540	1.96E-17	T	19-02-2024	IPR036728	Pheromone/general odorant binding protein superfamily	GO:0005549
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	SUPERFAMILY	SSF47661	t-snare proteins	4	107	4.32E-33	T	19-02-2024	IPR010989	SNARE	GO:0016020|GO:0016192
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	Gene3D	G3DSA:1.20.5.110	-	178	241	1.7E-24	T	19-02-2024	-	-
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	ProSitePatterns	PS00914	Syntaxin / epimorphin family signature.	177	216	-	T	19-02-2024	IPR006012	Syntaxin/epimorphin, conserved site	GO:0005484|GO:0006886|GO:0016020
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	Gene3D	G3DSA:1.20.58.90	-	1	109	2.3E-42	T	19-02-2024	-	-
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	CDD	cd15851	SNARE_Syntaxin6	174	239	1.02675E-26	T	19-02-2024	-	-
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	PANTHER	PTHR12791	GOLGI SNARE BET1-RELATED	153	273	7.0E-11	T	19-02-2024	-	-
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	SUPERFAMILY	SSF58038	SNARE fusion complex	167	234	3.6E-16	T	19-02-2024	-	-
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	CDD	cd21443	SNARE_NTD_STX6_STX10	5	107	4.64009E-49	T	19-02-2024	-	-
Tlin13587-RA	8de4ae52f775b8a51098ad5472df2fca	275	Pfam	PF09177	Syntaxin 6, N-terminal	5	103	2.3E-36	T	19-02-2024	IPR015260	Syntaxin 6, N-terminal	GO:0016020|GO:0048193
Tlin00717-RA	b75cdd36c6df01e799c6071822c5f53d	336	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	289	306	-	T	19-02-2024	-	-
Tlin00717-RA	b75cdd36c6df01e799c6071822c5f53d	336	SUPERFAMILY	SSF52833	Thioredoxin-like	144	260	1.72E-20	T	19-02-2024	IPR036249	Thioredoxin-like superfamily	-
Tlin00717-RA	b75cdd36c6df01e799c6071822c5f53d	336	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	144	273	2.9E-14	T	19-02-2024	-	-
Tlin00717-RA	b75cdd36c6df01e799c6071822c5f53d	336	Pfam	PF00085	Thioredoxin	170	257	3.0E-10	T	19-02-2024	IPR013766	Thioredoxin domain	-
Tlin00717-RA	b75cdd36c6df01e799c6071822c5f53d	336	PANTHER	PTHR14684	UNCHARACTERIZED	51	336	1.8E-63	T	19-02-2024	IPR042418	Thioredoxin domain-containing protein 15	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	Pfam	PF00169	PH domain	58	158	2.4E-9	T	19-02-2024	IPR001849	Pleckstrin homology domain	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	Pfam	PF00617	RasGEF domain	390	567	1.1E-47	T	19-02-2024	IPR001895	Ras guanine-nucleotide exchange factors catalytic domain	GO:0005085|GO:0007264
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	ProSitePatterns	PS00720	Ras Guanine-nucleotide exchange factors domain signature.	534	565	-	T	19-02-2024	IPR019804	Ras guanine-nucleotide exchange factor, conserved site	GO:0005085|GO:0007264
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	PANTHER	PTHR23113	GUANINE NUCLEOTIDE EXCHANGE FACTOR	21	632	5.8E-95	T	19-02-2024	IPR008937	Ras-like guanine nucleotide exchange factor	GO:0005085|GO:0007264
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	Gene3D	G3DSA:6.10.250.3060	-	145	176	2.7E-9	T	19-02-2024	-	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	SUPERFAMILY	SSF50729	PH domain-like	29	184	4.46E-30	T	19-02-2024	-	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	CDD	cd00155	RasGEF	383	600	1.37152E-71	T	19-02-2024	IPR001895	Ras guanine-nucleotide exchange factors catalytic domain	GO:0005085|GO:0007264
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	Gene3D	G3DSA:1.10.840.10	-	368	625	4.5E-159	T	19-02-2024	IPR036964	Ras guanine-nucleotide exchange factor, catalytic domain superfamily	GO:0005085|GO:0007264
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	Gene3D	G3DSA:1.20.870.10	Son of sevenless (SoS) protein Chain: S domain 1	202	578	4.5E-159	T	19-02-2024	-	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	Gene3D	G3DSA:2.30.29.30	-	29	144	6.4E-34	T	19-02-2024	IPR011993	PH-like domain superfamily	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	SUPERFAMILY	SSF48366	Ras GEF	180	653	5.23E-124	T	19-02-2024	IPR023578	Ras guanine nucleotide exchange factor domain superfamily	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	CDD	cd06224	REM	216	349	1.64953E-33	T	19-02-2024	IPR000651	Ras-like guanine nucleotide exchange factor, N-terminal	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	Pfam	PF00618	RasGEF N-terminal motif	209	327	2.6E-29	T	19-02-2024	IPR000651	Ras-like guanine nucleotide exchange factor, N-terminal	-
Tlin03885-RA	55ba45c8abc93cfaaccdfd1819467a9e	981	CDD	cd01261	PH_SOS	50	158	7.02922E-45	T	19-02-2024	-	-
Tlin12393-RA	df25bdabc90b7760201d78132fe31554	705	Pfam	PF18701	Family of unknown function (DUF5641)	610	697	1.4E-32	T	19-02-2024	IPR040676	Domain of unknown function DUF5641	-
Tlin12393-RA	df25bdabc90b7760201d78132fe31554	705	Pfam	PF03564	Protein of unknown function (DUF1759)	87	186	2.9E-14	T	19-02-2024	IPR005312	Protein of unknown function DUF1759	-
Tlin12393-RA	df25bdabc90b7760201d78132fe31554	705	Pfam	PF05380	Pao retrotransposon peptidase	389	485	6.3E-25	T	19-02-2024	IPR008042	Retrotransposon, Pao	-
Tlin12393-RA	df25bdabc90b7760201d78132fe31554	705	Pfam	PF05585	Putative peptidase (DUF1758)	245	388	9.3E-10	T	19-02-2024	IPR008737	Peptidase aspartic, putative	-
Tlin12393-RA	df25bdabc90b7760201d78132fe31554	705	CDD	cd00303	retropepsin_like	241	320	1.32149E-5	T	19-02-2024	-	-
Tlin12393-RA	df25bdabc90b7760201d78132fe31554	705	Gene3D	G3DSA:2.40.70.10	Acid Proteases	239	374	2.3E-6	T	19-02-2024	IPR021109	Aspartic peptidase domain superfamily	-
Tlin12393-RA	df25bdabc90b7760201d78132fe31554	705	PANTHER	PTHR22955	RETROTRANSPOSON	398	609	6.6E-39	T	19-02-2024	-	-
Tlin05249-RA	2ddb61ab663bb7c6adeb96b6943d964d	175	PANTHER	PTHR13447	MITOCHONDRIAL 28S RIBOSOMAL PROTEIN S28	27	174	5.7E-49	T	19-02-2024	IPR019375	Ribosomal protein S28, mitochondrial	-
Tlin05249-RA	2ddb61ab663bb7c6adeb96b6943d964d	175	Pfam	PF10246	Mitochondrial ribosomal protein MRP-S35	73	174	6.3E-47	T	19-02-2024	IPR019375	Ribosomal protein S28, mitochondrial	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Gene3D	G3DSA:6.20.240.20	-	1413	1483	9.0E-10	T	19-02-2024	-	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Gene3D	G3DSA:1.20.120.720	Myosin VI head, motor domain, U50 subdomain	1053	1162	6.4E-179	T	19-02-2024	-	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Gene3D	G3DSA:1.20.5.190	-	1484	1529	5.2E-6	T	19-02-2024	-	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Gene3D	G3DSA:1.25.10.10	-	417	800	5.3E-19	T	19-02-2024	IPR011989	Armadillo-like helical	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Pfam	PF00063	Myosin head (motor domain)	808	1469	1.5E-199	T	19-02-2024	IPR001609	Myosin head, motor domain	GO:0003774|GO:0005524|GO:0016459
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Gene3D	G3DSA:1.10.10.820	-	994	1052	6.4E-179	T	19-02-2024	-	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Pfam	PF06017	Unconventional myosin tail, actin- and lipid-binding	1602	1792	7.4E-31	T	19-02-2024	IPR010926	Class I myosin tail homology domain	GO:0003774|GO:0016459
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	CDD	cd21966	INSC_LBD	310	595	1.75594E-66	T	19-02-2024	-	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Gene3D	G3DSA:1.20.58.530	-	1185	1369	6.4E-179	T	19-02-2024	-	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	PANTHER	PTHR13140	MYOSIN	805	1596	6.6E-215	T	19-02-2024	-	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	797	1527	2.0E-210	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Gene3D	G3DSA:3.40.850.10	Kinesin motor domain	808	1412	6.4E-179	T	19-02-2024	IPR036961	Kinesin motor domain superfamily	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	Pfam	PF19427	Protein inscuteable C-terminal	447	793	8.7E-50	T	19-02-2024	IPR045789	Protein inscuteable homologue, C-terminal domain	-
Tlin10452-RA	7763b7dd3b4b8f4a22a992c34a44821b	1818	SUPERFAMILY	SSF48371	ARM repeat	431	790	3.37E-21	T	19-02-2024	IPR016024	Armadillo-type fold	-
Tlin01577-RA	b41985d31be9a342e8f5b71e7479d5e7	62	CDD	cd00063	FN3	14	54	1.40674E-5	T	19-02-2024	IPR003961	Fibronectin type III	GO:0005515
Tlin01577-RA	b41985d31be9a342e8f5b71e7479d5e7	62	SUPERFAMILY	SSF49265	Fibronectin type III	4	54	2.67E-9	T	19-02-2024	IPR036116	Fibronectin type III superfamily	GO:0005515
Tlin01577-RA	b41985d31be9a342e8f5b71e7479d5e7	62	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	6	60	2.3E-6	T	19-02-2024	IPR013783	Immunoglobulin-like fold	-
Tlin14596-RA	7bc4a8567d13a3f4d9cb51568732ecfd	564	Pfam	PF07724	AAA domain (Cdc48 subfamily)	234	443	2.6E-34	T	19-02-2024	IPR003959	ATPase, AAA-type, core	GO:0005524|GO:0016887
Tlin14596-RA	7bc4a8567d13a3f4d9cb51568732ecfd	564	Gene3D	G3DSA:3.40.50.300	-	143	447	1.5E-88	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin14596-RA	7bc4a8567d13a3f4d9cb51568732ecfd	564	PANTHER	PTHR48102	ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX-LIKE, MITOCHONDRIAL-RELATED	91	552	1.3E-147	T	19-02-2024	-	-
Tlin14596-RA	7bc4a8567d13a3f4d9cb51568732ecfd	564	Pfam	PF10431	C-terminal, D2-small domain, of ClpB protein	450	524	1.5E-13	T	19-02-2024	IPR019489	Clp ATPase, C-terminal	-
